id,breed
09fc0a4acd13c78c02cdb251f193231d,walker_hound
0a001d75def0b4352ebde8d07c0850ae,komondor
0a077ea0c8fa54d95f75e690b2c8196b,otterhound
0a135c5ee55edf4bd9631d4e15264788,komondor
0a13f9596e03a9f87c96aaff6e057048,redbone
0a4116a80e753f7b0adf4149f551a3a7,kelpie
0a438069d5a8a8a079ac131d74c3a366,dingo
0a4f1e17d720cdff35814651402b7cf4,afghan_hound
0a5f744c5077ad8f8d580081ba599ff5,redbone
0a6c192b96e55e2ca37318919b1ffae6,collie
0a77b9015c37f39c92b5399dc29da97c,irish_terrier
0a783538d5f3aaf017b435ddf14cc5c2,french_bulldog
0a896d2b3af617df543787b571e439d8,leonberg
0a96f376d746b191fcc6e4812a603f7f,dandie_dinmont
0a9832b18d360f50f5b3b2ab4c540ddc,collie
0a9f8c6ceadfff61072a565311777655,cardigan
0a9f8f6543d0b33fe9474035dd5323ef,briard
0ab8d4c80ae4e6bbeacd66fb7e52b851,pomeranian
0ab9cdefc666573f8019356ffefe0c69,sussex_spaniel
0abdda879bb143b19e3c480279541915,maltese_dog
0ac12f840df2b15d46622e244501a88c,walker_hound
0ad3d66ba7b2d5d6d608da088abca7c0,welsh_springer_spaniel
0afc7d87053cb44a529c78c0fac99886,tibetan_terrier
0b102a6aa442aed98f137616e924e18e,basenji
0b1b49b8cf679eb3e2fb13ca6deba9b5,appenzeller
0b2d69f59303805f17055bd59615a297,english_springer
0b345d4f2434903c374ad8b8513a289b,malamute
0b3d3120a62c2bc280f589d473041d06,boston_bull
0b5604e1cdfcb595ceb36424126a3e09,irish_wolfhound
0b6da522f27c115716285a4f7187969e,basenji
0b72856996ad5826afff7195ff678589,scottish_deerhound
0b86485ef980b0b4999e7ede1f90999e,great_dane
0b9d58d8d2626f80bbc5cc3ccf7e8bad,beagle
0b9fc8956444d4f5296ace3a4928541b,welsh_springer_spaniel
0ba0f44a7f83539a71e4d74f549c8be6,bernese_mountain_dog
0ba12512fa4766cc4f8c288cb3b9b95f,border_terrier
0bad79c06832a1bdeaedbbb50a28450a,scottish_deerhound
0bbe00ace11a4dd944b8bcf8ca9772c1,labrador_retriever
0be68a5e7b40e9689c3ef2a9764bfcf6,border_terrier
0bedbecd92390ef9f4f7c8b06a629340,irish_wolfhound
0bf36935030d2b842b86526bdb367ff1,ibizan_hound
0bf89dcb09d8c76be568f17811664560,briard
0c0fb87fb13f0f6c8d21ff6c15e3361e,otterhound
0c19867277e6c96ad8f487b4fe343ff9,malamute
0c329020d6ca0ae5af30f6857ac7e86c,basenji
0c36c19e7c4e932b8e0c01aa845b2fce,bernese_mountain_dog
0c3b282ecbed1ca9eb17de4cb1b6e326,english_springer
0c71084d955bfca989d865cbcf8cf8ae,japanese_spaniel
0c8fe33bd89646b678f6b2891df8a1c6,schipperke
0c9fc0f58a6724ca680c76785a452bba,siberian_husky
0cb1bf12ae0fd5f681ae579c2a28ccd8,yorkshire_terrier
0cb5839c82f7c1286e55f260d4e608c4,standard_poodle
0cdd66f35d9b7d8b0a98a4d506396c0d,blenheim_spaniel
0ce7dd8b119184e91088336ec6973d53,blenheim_spaniel
0cf4dabd83d91e22f6ce845fe81fa21d,welsh_springer_spaniel
0d0d0f7c689020c35b83a91e7717624b,clumber
0d103ca7cf575757374f8f6ae87d8868,miniature_pinscher
0d1d7bacd20ef921e9b3fce6d9b9f9f0,german_short-haired_pointer
0d2dc4f72cc5d6d26055989b217a2450,pekinese
0d30e235aebdde78be6e2a59becb582d,golden_retriever
0d579f92d60935a54aa6dba6e6213257,dandie_dinmont
0d5a88f0ab2db8d34b533c69768135e8,afghan_hound
0d68c98ac13f84032cb863abf0498a02,airedale
0d695ef1bfe438be0cedcb8ef146afad,border_terrier
0d6c6238a4cc499bb57fa0c10a15f8ad,dingo
0d74e47d162e023bb1ae5aae40276fd6,siberian_husky
0d96ca29ff2e557e93c3de0ba017ff61,maltese_dog
0dc7954749dc0224639be29aba3f1708,norfolk_terrier
0dcb8150908bbb7b7fff1b9d41a358ba,bluetick
0ddf7ab49836b36081621a655f3a5c21,welsh_springer_spaniel
0df400016a7e7ab4abff824bf2743f02,afghan_hound
0df4124761f7303a0080d50377f2ec7b,norfolk_terrier
0e0e44349e6955bea9fea91de26a6980,briard
0e167bb5c5d4736190d220d081d1de23,siberian_husky
0e1ac042292a573ecd0ec71b3b646997,norfolk_terrier
0e24a584e10db2c8f827ab00772e29cf,leonberg
0e3cdff3560de43a8aa1d9820c211fae,boxer
0e63b24bfd67158963830f64b5126aef,blenheim_spaniel
0e6e4b104e3cdf4c1963d74a27390f8e,norwich_terrier
0e79be614f12deb4f7cae18614b7391b,bluetick
0e8d2f2fcb0efac6b731c191beb66559,airedale
0e934073a6b9505c0ded4e34437ca538,schipperke
0ea78b024dc3955332d3ddb08b8e50f0,beagle
0eaea4c6fe055607ed8322db0306285f,scottish_deerhound
0eafdcc7628b2c74983819f40c763c2f,tibetan_terrier
0eb00c6fc429ecc2cf8745a6334594ad,standard_poodle
0ec6e2d3078a83ccc3f7fd5a4ac01e3e,ibizan_hound
0ec8020bc2c4bc1646a81737be8580e0,dingo
0ec9be8b32f2b9eff2b817a7f722b118,malamute
0ef07f4a6706a04af9ff354e263a28b3,beagle
0ef688efcc98bc287976c3d4d8145ae8,norfolk_terrier
0ef80d6c4d739faaae8d3cc08c696c54,beagle
0f015731185a2308c1a85eed4e8ad728,english_foxhound
0f03e05c333f7e5538d4c90f9c837796,maltese_dog
0f0f297dca75b5c780316a0f4169a950,leonberg
0f1c3858495a49949934d2a635e190cf,border_terrier
0f23ce5c1129ad70c079d262448d9fac,welsh_springer_spaniel
0f26d3f7ff65d0713f36cd8cfe6c7a5f,tibetan_terrier
0f2c56b4d40a8e86b8c91545e625b79a,walker_hound
0f3416f29133c2df1b00be4448dc4473,border_terrier
0f378abee01a23bc9e651753300a9a36,welsh_springer_spaniel
0f6d2d6c124fb61ba7c59ef8dbd42c99,labrador_retriever
0f7c817dd5f8b8d6b57e3b7f3e2f4f56,welsh_springer_spaniel
0f7db98cbd6f6537c0ac3dfad349b182,chihuahua
0f8e8464cfa3bacc074d6e0289d6657f,irish_wolfhound
0f91c68e2088b8d45950cdde991f37d1,chihuahua
0f976e55b3634296183b2b1c051d5bda,yorkshire_terrier
0f9a30195723e9951f65ac1246e5deac,cardigan
0fa302727af44e7ad8033825cea98d7c,yorkshire_terrier
0fa361cea0655e945970cd4762355ac0,saluki
0fb1454104deee316f52244bb2037b37,bull_mastiff
0fc12a365adfcbb603e298b10149632a,miniature_pinscher
0fd8e587dd02713551fc1fb0c8841c49,appenzeller
0fded83899cc06dc30c1bda6302b5bd6,welsh_springer_spaniel
0fe613c90931a021ad3716dcb9a5f270,japanese_spaniel
0fee7eb61d52b589414845803d73f2f9,scottish_deerhound
0ff07d44f992eec7f0b5452875255c80,labrador_retriever
1015e4eba660def32e7e52b89fe3a9c6,bluetick
101c7d1a68a7282bbc5a1a226d81cd74,siberian_husky
1026e954ac304be5f049e79ee6a045c0,basenji
102b81ed975bfa49e496526720e9b671,tibetan_terrier
103e4b4c0ebb0e8dabe6d47970fb546b,greater_swiss_mountain_dog
1041e0480ed0b88c41169fb2b119fcf7,japanese_spaniel
1043003fb33c5fa1d094cde3c0dd1fd5,cardigan
104a6182cff3f37406fb77b7f0c40402,japanese_spaniel
104f3118ce7eba3e48138ccaa201f25a,redbone
10730dfd280bb4b2723dc677378f2ff1,boston_bull
1083fffa8c174aa1a46627f53e1e50f8,great_dane
109bfcf2de8f0b7eb5f7768a51ebd565,labrador_retriever
10a59be0ffb5e269849d409d05b1e94c,labrador_retriever
10b7de79c1ce32cb8928616b00c3686e,norwich_terrier
10ce268c0affd428a49ada5a79fe9ca8,welsh_springer_spaniel
10e2fcf8d3292866bc93d1048cec7962,briard
10ebf7599dd41ded00fd74bdfeada500,whippet
10f1d53bb20d5acc7c8772018399c238,dandie_dinmont
1108e48ce3e2d7d7fb527ae6e40ab486,maltese_dog
112b85d8e95da86fdf51031caea20d5e,afghan_hound
1132baf0ad2beef88c9d78c8ee21778c,malamute
113ef2bb9e14d89f927314f73d573313,maltese_dog
1143bb719660680ac0174ce68dc16773,schipperke
1158819241bb6eee2c1ff790a885ecf3,miniature_schnauzer
115ad26b0cef153d2afaf6985503c9c3,tibetan_terrier
1165dd8264b3998810065ab9e3cecb3b,greater_swiss_mountain_dog
11722136645ee54db58a0df76eae2179,yorkshire_terrier
118060ca946af5cfd1b3bbe030f9003c,boston_bull
118089e60763cbdba239cac747a54a6e,rottweiler
118902ec1a74243e96f818e9c5a8ea50,saluki
1195f58740671fa1d73c91f39031e417,dingo
11a7275abdc2e78ff72c59e59189d1eb,blenheim_spaniel
11bbd6229f14cc68bd0f157a9ef1d47d,redbone
11d669406a273858a123d1d1c87354c9,maltese_dog
11f1e40f11ca1babbcc547c5c98a1a3c,rottweiler
11f968569f31c60b73a6d50b907f800f,yorkshire_terrier
12078d0ea135483e4bc48e2f13678588,clumber
120e665f7fa566a429d27ad920fc34da,basenji
122abc906f3215996cbcccf63c8fc89c,redbone
1234dd4303d5181574ca007f53ed03db,beagle
123ffeb6b374097856bffdd11b693668,soft-coated_wheaten_terrier
1241cd8dc2ee02844a420b6d0afbc97e,bernese_mountain_dog
1278143f78dc063c1e29970bf3eb32a2,afghan_hound
129cff4506469af7863a6e30c9947a66,basenji
12a96a9c366b60dcc62fec29006780a3,clumber
12a9f1c02202a020fe9e51fc46dc780f,toy_terrier
12b5c6e825ea11850e23f233a54981f3,basenji
12b839068a6c29541797fa9bd20f350c,pekinese
12b880c67ff773988a16cee76be47c54,norfolk_terrier
12bd4b1926c160fcd73ae48215e2b12d,german_short-haired_pointer
12c65c69fa9e112448f7d26ed34abb57,saluki
12d1b8763a1b74c7e40c65b005f91ea9,french_bulldog
12de62fb1fa5a48d596428dd5a90184a,collie
12e15979a85e881613f8f2cf49de08be,komondor
12eb341a614941c33777c708d43a042f,scottish_deerhound
12f4a7e00a5a4fc215f6e0c3fda079c3,collie
12fbfefaae57137c745f16b0cf11b84d,otterhound
12fe7ed6bd250509b131d245551b06f6,tibetan_terrier
1301d1dd2763e028cf70d0da4c1bab7b,blenheim_spaniel
1312009d41a9488bf5dc0af0289b0657,german_short-haired_pointer
1312d2ca6f4bfd594624f7161be73ee7,eskimo_dog
131d708a270a3ebca285978bf53df62e,tibetan_terrier
132538caad57960ca3c9162e2f4a8498,soft-coated_wheaten_terrier
13267e83358116ad51bebdb1be3d0a8e,norfolk_terrier
1351c4f7cec88e8ba56ada4c772d84f5,bernese_mountain_dog
1352efb02c29ba1b9be918170afff486,labrador_retriever
1369c16ecf370cee5e4a306eebe5656e,border_terrier
136e0fc1f67b72037c0e60faff6061f2,scottish_deerhound
137f07bc5f15fa8e39f85a8333e68780,afghan_hound
13863e32053e9735b55ba975ecd58cfd,malamute
13932827f30cb00d0cb4c40443c788f4,blenheim_spaniel
139b8328a97a600cceb73b0875f80a98,toy_terrier
139fc3326016bf24cc06ad898c42742e,english_foxhound
13b5f36cb39cb5123958c6e4fbfd5399,irish_terrier
13c5a0d636619210b5ac003ee82aacf0,whippet
13c7c6b47b97b9f0a4591fef29893436,pekinese
13d42ef52eb6c649c14cb9ffa8b6fba4,kelpie
13e2d0cb1fa62d3085be6877bd7e85cb,pomeranian
13ea49cd2b706ec9a15e7214e492bbb2,schipperke
13f765ea64c7a3575a105cbdfbb6c31f,leonberg
13f939b9b15ec56409a21017263db93c,boston_bull
14095922a772c94921a065006a9fa454,yorkshire_terrier
1411967eaa020b15874e03167eceea62,blenheim_spaniel
141321373d0535ee37171a2d6ca9bcbb,yorkshire_terrier
14158fdadb6a3accea6b334d0f284092,miniature_pinscher
1416047ba98d2c23eb2caf45d3008ccb,airedale
1416892831c073f6d3879d8cdf5386dd,dandie_dinmont
141706c74486585c27de2dfb335695bb,saluki
1428026a4472cda58ad13233bb9ad64d,greater_swiss_mountain_dog
142ef9990b3db0d521f87f9133a6b84f,labrador_retriever
1438ea6672622b5867ce2fbcebe6c552,beagle
143b9484273e57668d03bfc26755810a,miniature_schnauzer
143d5305a4055398828d5b7e3aa8f75b,great_dane
14597c96d5c222eebd742f4207296314,siberian_husky
146b732430bb63d5338fc6b7a8fc0135,basenji
146be641443a270dd8116f65d53d0c9d,boston_bull
146fbfac6b5b1f0de83a5d0c1b473377,irish_terrier
146fcb253fd7b73b2c9f20d91a49f400,chihuahua
1472fb85b5c76d50009137da3dbde052,miniature_schnauzer
14918e76fc079738923ea5ab8d12b4ee,tibetan_terrier
1493bf7f5cb1ca62b4e0772d9edc702e,basenji
14a24af1ce8c796dc96bb45dea1fb8dc,whippet
14acf981af889d9b97d1d46a439228b0,tibetan_terrier
14b1b3f0d45a15766dc02dc84899b07a,boxer
14b27fd74697cf699143ade2d4f801fc,malamute
14c00ab356d9261ea220ea91fa20a42d,airedale
14c8f5fc68ca8fb6b33a0082849b15ad,miniature_schnauzer
14cbd6c6c6550fa1306c8d4f7cf1a840,toy_terrier
14cd98829e4e99e950af3cbf94ad1734,saluki
14d2892358ea21837f7a9399c0b00acb,boxer
151474b992b295f69547839e31271dd0,chihuahua
152006ba4c78c907b2fc376a3336ae09,collie
15305c67da0838b92b90c66526cef5aa,shetland_sheepdog
1534c4b9f44f10bfb3e6e0ff32d08a9a,maltese_dog
153697b802875722cb25421a661a4526,yorkshire_terrier
1548eb783093ac6bdf011d07f3370a36,yorkshire_terrier
156d6d6ef7da47aa22b150268af9a3c4,japanese_spaniel
156e74a393c76b215752d692eccd9135,irish_terrier
1574f04538521f284218dfbf2c8678ee,yorkshire_terrier
159d8e089f2ce2a38580a02318fd9ecb,labrador_retriever
15ad574a13084df42ef17a5f635fae3c,irish_wolfhound
15b5949f52a4838f9fe3d69cfff94fd5,beagle
15b5cd948f5bcbb7a4f5b1904de4c6d5,afghan_hound
15d17b41ac5230af8f31417f0a673915,redbone
15d25fb9d0b922b4943b312509e95c21,pomeranian
15e9e5a6a6f3630335261259940114b4,irish_wolfhound
15f8b879f8660fece35ed760345fa9dd,eskimo_dog
160160c8ac562966448486906cb56308,standard_poodle
160f87a50f4c3c80752872faa80e4699,cardigan
160f932c413228553024d4cc9bafc156,miniature_pinscher
1634d504adfb4efb6b14e891e8996585,saluki
1639ccef237eec9fc4eb1aa0916201c3,siberian_husky
164c3b823c400cea20ad0a3426e1eeea,chihuahua
165f26ae3d9dfe88e10f7929c031b1c8,siberian_husky
166d9a55197d0c21068273cca67fe2aa,japanese_spaniel
166da5b561393f0dda932f562c39bc6b,scottish_deerhound
168e2da635938b82819b8a45bbd3dd0d,collie
1690522901e3d41a84c3dc91b1520902,maltese_dog
1690937cfb23f8dbdcc594bf62650a92,bull_mastiff
1699a179453b177a5e895c5b5ecb3624,siberian_husky
169db2d825a1bdeb5a576ab746812936,ibizan_hound
16a2425b83d397180e11ec5cb2c4b44f,saluki
16aaa590e39530bc1cb319fc7d89c00e,boston_bull
16ca736a6ff68bc4d2d1586e8eec9b28,malamute
16d21426a864e73050afda40bf1fddc6,irish_wolfhound
16d9e14772868ce890909983e53af8d7,bernese_mountain_dog
16da5fc3f2c4273902da11aafc13456e,toy_terrier
16df5020c2b6ac3f70fb3a5c27c5175e,german_short-haired_pointer
16e2c529e31eb3d2a276eb5bda2b009f,malamute
16f37498dbfe77fae6d442465e7356eb,english_foxhound
16fdb4a145a7f5695a264ba980e23bc3,norwich_terrier
170b803738598c2466457271f98f647c,blenheim_spaniel
1710f33e5a5a32fd20547e8f133fa8d9,shetland_sheepdog
1716fe350f1339e19906eb2889960c9e,german_short-haired_pointer
17193d29b9833d783133f4b13f12f513,english_foxhound
172137d59604f06ceaa15e7c6434c592,dingo
172fcb0b8bbd67401c9e53e5f9bf39bc,boston_bull
